sex,race,age,edu,state,positive
Male,Other,73,4-Year College,MA,0
Female,White,74,No HS,CT,0
Male,Black,67,Some College,MA,0
Male,Black,16,HS,MT,1
Male,Other,22,Some College,NH,0
Male,White,7,No HS,KS,1
Female,Black,66,Some College,NM,0
Female,White,69,HS,VI,1
Female,Other,78,No HS,MT,0
Female,Black,4,Post-Grad,MO,1
Male,Other,38,Some College,OR,1
Female,Black,75,No HS,IA,0
Female,Other,55,No HS,ID,0
Male,White,57,No HS,MT,1
Male,Black,67,No HS,PR,0
Female,Black,46,Some College,KY,1
Female,Black,24,Some College,NH,1
Male,Black,40,4-Year College,MS,1
Female,Black,9,Some College,NJ,0
Female,White,66,No HS,MS,1
Female,Black,34,HS,MS,1
Female,Other,7,Post-Grad,MN,1
Male,Black,27,Post-Grad,ME,0
Male,White,25,Post-Grad,KS,1
Male,Other,79,Some College,ID,0
Female,Black,92,4-Year College,PA,0
Female,Black,19,Post-Grad,NM,1
Male,Black,65,4-Year College,IN,0
Male,White,73,Some College,SC,0
Female,Black,65,HS,PR,1
Male,Other,34,No HS,MD,0
Male,Other,89,4-Year College,MT,0
Male,Other,70,HS,MS,0
Male,Other,98,Some College,TX,0
Female,Black,77,Some College,GA,0
Female,White,7,4-Year College,DE,0
Female,Other,53,Some College,OH,1
Female,Other,67,4-Year College,SC,0
Female,Other,45,4-Year College,IN,0
Female,White,58,Post-Grad,DE,0
Male,White,98,Post-Grad,TX,1
Male,Other,8,HS,KY,1
Female,Black,96,Post-Grad,TX,0
Male,Other,98,4-Year College,IN,0
Female,White,68,HS,MN,1
Male,Other,85,No HS,IA,1
Female,Black,38,HS,NV,1
Male,Black,38,Some College,KS,0
Male,Black,88,4-Year College,ME,1
Female,Black,5,HS,NE,1
Male,Other,73,HS,MD,0
Male,Black,28,4-Year College,GU,0
Male,Black,74,Some College,MI,0
Female,White,67,Some College,GA,1
Female,White,92,4-Year College,MD,0
Male,Black,55,Post-Grad,NC,1
Male,White,1,No HS,OR,1
Male,Other,68,No HS,DC,1
Male,Other,87,HS,NH,0
Male,White,10,HS,SD,0
Female,White,99,Some College,IA,1
Male,Other,16,4-Year College,HI,0
Female,White,9,4-Year College,PA,0
Male,White,51,Some College,MD,1
Male,Other,18,Post-Grad,MO,1
Male,Black,99,No HS,NV,0
Male,White,8,Some College,MI,0
Male,White,1,4-Year College,DC,0
Female,White,0,Post-Grad,ID,0
Male,Other,67,HS,CA,0
Male,Other,38,No HS,GA,0
Male,White,27,HS,HI,0
Female,Other,74,HS,VA,0
Female,Other,22,Post-Grad,TX,0
Male,Black,69,HS,ME,0
Male,Black,85,Some College,ID,0
Male,White,68,Some College,KS,0
Female,White,70,4-Year College,CA,0
Female,Other,71,4-Year College,IA,0
Female,Black,65,Post-Grad,CT,1
Male,Black,15,HS,ID,0
Male,Black,5,HS,MT,1
Male,Black,22,No HS,DE,0
Female,White,45,Some College,NH,1
Male,White,9,Some College,CO,1
Male,Black,3,Some College,SD,0
Male,Other,17,HS,IA,0
Female,Other,11,HS,KY,0
Female,Other,31,Post-Grad,MA,0
Female,White,41,No HS,IA,1
Male,Black,5,Some College,MD,0
Female,White,27,4-Year College,NY,1
Male,White,73,4-Year College,RI,0
Female,Other,21,HS,RI,1
Male,Black,18,No HS,MD,0
Female,Black,6,No HS,IA,0
Female,White,5,4-Year College,CA,0
Male,Other,66,4-Year College,TX,0
Male,White,80,Post-Grad,SD,0
Male,Black,39,HS,KY,1
Female,White,21,No HS,ME,0
Female,Other,67,No HS,VI,0
Male,Black,76,4-Year College,ME,0
Female,Black,3,HS,OK,1
Female,Other,15,No HS,SC,0
Female,White,67,HS,KY,0
Male,Other,73,Post-Grad,NV,0
Male,White,87,Some College,RI,1
Male,Other,36,No HS,HI,1
Female,Other,70,HS,VA,0
Female,Black,44,4-Year College,MN,1
Male,Other,95,No HS,SD,1
Female,White,4,No HS,MA,1
Male,Black,99,Post-Grad,IA,1
Female,Black,12,4-Year College,NC,0
Female,Black,67,No HS,MS,0
Male,White,74,Some College,ID,0
Male,Black,78,4-Year College,TX,0
Female,Black,32,Post-Grad,RI,1
Male,Other,9,HS,PA,1
Female,White,92,4-Year College,NJ,0
Female,Black,99,Post-Grad,ME,1
Female,Other,56,No HS,KS,0
Male,Black,60,HS,NM,0
Male,Other,50,4-Year College,RI,0
Female,Black,66,No HS,VA,0
Female,Other,66,HS,IN,0
Female,Black,13,No HS,NY,1
Female,Other,47,No HS,MN,0
Male,Other,86,HS,OH,1
Female,Black,72,Post-Grad,OK,0
Female,Black,69,HS,RI,1
Female,Other,88,Some College,MA,1
Male,Other,86,No HS,NY,1
Male,Other,98,Some College,MI,0
Female,Other,29,Post-Grad,CT,1
Male,White,15,Post-Grad,NY,1
Female,Black,38,HS,NH,0
Female,Other,87,HS,MD,0
Female,Other,99,Some College,NV,1
Male,White,26,No HS,CO,0
Female,Black,19,Post-Grad,CT,1
Female,White,18,Post-Grad,MN,1
Male,Black,66,No HS,KY,0
Female,White,12,No HS,MI,0
Female,Other,39,4-Year College,ID,0
Male,Black,84,Some College,MT,1
Male,White,93,Some College,OK,0
Female,White,63,Some College,GU,1
Female,Black,94,4-Year College,IN,0
Male,White,3,Some College,MD,0
Female,Black,2,HS,MD,1
Male,Black,24,4-Year College,GA,1
Female,Black,23,HS,NJ,0
Female,White,2,Post-Grad,OK,1
Male,Other,16,HS,UT,0
Male,White,33,4-Year College,MI,1
Female,White,21,No HS,LA,1
Male,Black,66,Post-Grad,NM,0
Male,White,39,HS,IA,0
Female,Other,49,Post-Grad,ME,0
Female,White,29,No HS,CT,0
Female,Other,13,Post-Grad,GU,1
Female,Other,4,Some College,KY,0
Female,White,33,Some College,SD,1
Female,Black,63,Post-Grad,ME,0
Female,Black,27,Post-Grad,LA,0
Male,Black,67,Some College,NJ,0
Female,White,1,Some College,MD,1
Female,Black,46,No HS,RI,1
Male,White,32,4-Year College,PR,0
Female,White,4,HS,MT,0
Female,Other,49,HS,CO,1
Female,Black,58,Some College,DE,0
Male,Other,97,Post-Grad,GA,1
Female,Other,14,HS,KY,1
Female,Black,86,HS,OK,0
Male,White,98,Post-Grad,ME,0
Female,Other,96,HS,DE,0
Male,Other,79,4-Year College,MD,0
Female,Other,11,HS,ND,1
Female,White,66,4-Year College,TN,0
Female,Black,12,4-Year College,OK,1
Male,Black,56,HS,IN,0
Male,White,2,Post-Grad,MN,0
Male,Other,33,4-Year College,NV,1
Female,Black,38,4-Year College,MI,0
Female,Other,66,Post-Grad,ID,0
Female,Black,70,HS,GA,1
Male,White,14,4-Year College,VA,0
Female,Black,97,HS,CO,0
Female,Black,76,No HS,OH,1
Female,Black,65,4-Year College,PA,0
Male,Other,38,HS,VA,0
Female,White,64,Post-Grad,VA,0
Female,Other,72,No HS,MA,0
Male,Other,70,HS,NV,0
Female,Other,8,Post-Grad,MO,1
Female,Other,31,Some College,RI,1
Male,White,49,Post-Grad,FL,1
Female,Black,66,Some College,NV,1
Male,White,0,Post-Grad,IA,1
Male,White,71,HS,ID,0
Female,Black,74,4-Year College,GU,0
Male,Other,71,Some College,KY,0
Male,Black,50,Some College,VI,1
Female,Black,69,4-Year College,MN,1
Female,White,15,HS,IN,1
Female,Other,74,Some College,ME,0
Female,White,81,4-Year College,OR,0
Female,White,28,No HS,VA,0
Male,White,66,Some College,CA,0
Male,White,83,No HS,OK,0
Female,Black,3,HS,MT,1
Female,Other,64,Some College,OK,0
Female,White,73,4-Year College,KY,0
Female,White,81,Some College,TX,1
Female,Black,70,Post-Grad,GU,0
Female,White,24,No HS,NJ,0
Female,White,10,No HS,DE,0
Male,Black,33,Post-Grad,OR,1
Male,Other,26,4-Year College,NJ,0
Female,Black,33,Post-Grad,OK,1
Male,Other,21,HS,LA,0
Male,Black,4,No HS,OH,1
Female,White,26,Post-Grad,IA,1
Female,White,94,Some College,MD,1
Female,White,91,Post-Grad,ME,0
Male,White,79,Post-Grad,MS,0
Male,White,37,4-Year College,KY,0
Female,White,65,4-Year College,MS,0
Male,Other,41,4-Year College,MT,0
Female,Other,28,Post-Grad,ND,1
Male,White,21,HS,IL,0
Female,Other,59,Post-Grad,MS,1
Female,White,73,4-Year College,VI,0
Male,Black,26,4-Year College,DC,0
Female,White,66,Some College,NC,0
Female,White,87,Post-Grad,HI,1
Male,Black,39,HS,GA,1
Male,Other,98,No HS,PR,0
Male,Other,68,No HS,CO,1
Female,Black,64,Post-Grad,PR,0
Male,Other,31,HS,DC,1
Male,Black,72,Some College,IL,1
Male,Other,6,Some College,MD,1
Female,Black,88,HS,KS,1
Female,Other,69,4-Year College,NV,0
Female,Black,10,4-Year College,DC,0
Female,White,62,HS,DE,1
Female,White,79,Some College,LA,1
Female,Other,89,No HS,IA,0
Male,Black,72,4-Year College,HI,0
Female,Black,89,4-Year College,NY,1
Male,White,18,No HS,TN,0
Male,Other,22,4-Year College,ME,1
Male,White,65,Post-Grad,CO,1
Female,White,95,Some College,MI,0
Male,White,64,Some College,CO,1
Male,Other,0,Post-Grad,PA,1
Male,White,94,4-Year College,NE,1
Female,Other,87,HS,VI,0
Female,Other,70,4-Year College,TX,0
Female,Other,74,No HS,PA,0
Female,Other,71,4-Year College,KY,0
Female,Other,41,HS,KY,1
Female,White,0,Post-Grad,LA,1
Female,Other,89,4-Year College,MA,0
Female,Other,36,4-Year College,VA,0
Male,Other,15,No HS,NC,0
Female,White,58,Post-Grad,IL,1
Female,White,76,HS,MO,0
Female,Other,22,Some College,GU,1
Male,White,19,HS,ID,0
Male,Other,97,Some College,KY,0
Male,Black,6,Some College,DC,0
Male,Other,9,HS,TN,0
Female,White,35,No HS,HI,0
Female,White,73,Some College,MI,1
Male,White,81,No HS,KS,1
Female,White,4,4-Year College,KS,1
Male,Black,17,HS,MD,0
Male,Black,37,Some College,IA,1
Female,Black,6,Some College,PA,1
Female,White,71,HS,RI,1
Male,White,63,No HS,RI,1
Male,White,48,Some College,ME,1
Male,Other,23,Some College,IL,0
Male,Other,21,4-Year College,PR,0
Male,Black,29,No HS,NJ,1
Female,Black,23,Some College,IL,0
Female,White,6,HS,MN,1
Male,White,62,Post-Grad,OR,0
Female,White,69,Some College,CT,0
Female,White,23,Some College,DE,0
Female,White,63,No HS,TN,0
Male,White,22,No HS,NM,1
Male,Other,25,4-Year College,GA,0
Female,Black,72,Some College,SC,0
Male,White,69,Post-Grad,HI,0
Female,Black,57,Some College,ID,1
Female,Other,29,No HS,OK,1
Female,Black,3,Some College,TN,1
Male,White,69,Some College,GA,1
Male,Black,23,Some College,MS,1
Female,White,71,No HS,MI,0
Male,Black,57,Post-Grad,ND,0
Female,White,96,4-Year College,TN,1
Female,Black,14,HS,IA,1
Male,Black,16,No HS,VA,0
Male,Black,73,4-Year College,GU,0
Male,White,33,No HS,SC,0
Male,Other,92,4-Year College,CA,0
Male,White,73,4-Year College,GU,1
Female,Other,14,HS,ID,0
Female,Black,44,No HS,TX,1
Female,Other,81,4-Year College,VA,1
Female,Other,88,No HS,NV,1
Female,Other,49,HS,MI,1
Female,Black,89,4-Year College,VA,0
Female,Black,81,HS,SC,1
Male,White,84,HS,DE,0
Male,Other,93,Post-Grad,SD,1
Female,Other,25,Post-Grad,NH,0
Male,White,0,4-Year College,MS,0
Female,Black,90,Post-Grad,NC,1
Male,Other,33,Post-Grad,ID,1
Male,Other,16,HS,LA,0
Female,Other,9,HS,SC,0
Female,Other,71,HS,KY,0
Male,White,3,HS,MS,1
Female,White,18,4-Year College,IA,1
Male,Other,58,No HS,TN,0
Female,Other,39,Some College,UT,1
Male,Black,71,No HS,KS,0
Male,Black,67,HS,IN,0
Female,Black,45,HS,CA,1
Male,White,31,No HS,GU,1
Female,White,45,No HS,RI,1
Male,Black,74,4-Year College,MO,0
Female,Other,35,Post-Grad,MT,1
Female,White,70,Post-Grad,MI,1
Male,Black,10,Post-Grad,NY,1
Male,Black,30,Some College,MT,1
Male,Other,58,Some College,MI,0
Male,Other,75,Some College,UT,1
Female,Other,88,4-Year College,NM,0
Female,White,68,HS,PA,0
Female,Other,71,No HS,TX,0
Male,Black,21,4-Year College,VA,0
Female,White,19,4-Year College,MO,1
Male,Other,35,HS,NY,1
Male,Black,97,No HS,HI,0
Female,Other,67,No HS,NV,0
Male,Other,66,4-Year College,MD,0
Male,Black,12,4-Year College,NC,0
Male,Other,24,Some College,ND,0
Male,Other,46,Some College,NV,1
Female,Other,3,No HS,MA,1
Male,Other,81,4-Year College,CT,0
Female,Black,21,HS,CO,1
Male,White,75,Post-Grad,ND,0
Female,Other,92,No HS,SC,1
Female,Black,28,HS,MI,1
Male,Black,73,Post-Grad,NH,1
Female,White,32,No HS,OH,1
Male,Other,33,Some College,NV,1
Male,White,2,No HS,CT,1
Male,Black,66,No HS,PA,0
Female,White,71,4-Year College,MD,1
Female,White,0,Some College,PR,1
Female,White,53,HS,VA,0
Male,Other,27,No HS,MO,0
Male,Black,35,Some College,GU,1
Female,Black,81,HS,MO,0
Female,White,12,Post-Grad,MA,0
Female,White,5,4-Year College,MD,0
Male,Other,85,4-Year College,MA,0
Female,White,52,Post-Grad,LA,1
Male,Other,69,Some College,CT,0
Female,White,25,Post-Grad,NE,1
Female,White,74,Post-Grad,DC,1
Male,Black,73,Some College,HI,0
Male,Other,29,Some College,IA,1
Female,White,98,Post-Grad,ID,0
Male,White,33,HS,NH,1
Male,Black,33,Post-Grad,PR,0
Male,Other,54,4-Year College,PR,0
Male,White,57,Some College,CO,0
Female,Other,26,No HS,GA,1
Male,Black,52,4-Year College,NV,1
Male,Black,29,Some College,MT,1
Female,Black,7,4-Year College,KS,0
Male,White,85,HS,ID,0
Male,White,3,Post-Grad,NH,0
Male,White,91,No HS,KY,1
Male,Other,63,Post-Grad,OR,0
Male,White,22,4-Year College,CT,0
Female,Black,24,HS,PA,0
Female,Other,65,Some College,CT,0
Female,Black,3,Post-Grad,NH,0
Male,White,66,4-Year College,HI,0
Female,Black,59,Post-Grad,KY,1
Male,Other,62,Post-Grad,MT,0
Male,Other,9,HS,MN,0
Male,Black,36,Post-Grad,GA,1
Male,Other,68,No HS,MN,0
Male,White,54,No HS,MA,0
Male,Black,65,Some College,DE,0
Male,Black,28,No HS,SC,1
Male,Black,44,4-Year College,NV,0
Female,Other,20,HS,ME,1
Female,Black,93,HS,OR,1
Male,Black,27,4-Year College,VA,0
Male,Other,19,Post-Grad,ID,1
Female,Other,67,HS,CA,0
Female,White,95,No HS,CA,0
Female,Black,78,4-Year College,VI,0
Male,White,7,4-Year College,KY,0
Male,Other,32,No HS,TN,0
Male,Black,50,Some College,CO,1
Female,Black,82,HS,MT,1
Male,Black,67,Some College,RI,0
Male,Black,72,HS,MD,0
Male,Other,97,4-Year College,KS,1
Female,Black,96,Post-Grad,IL,1
Female,Black,4,4-Year College,HI,0
Male,Other,20,No HS,VA,1
Male,Black,10,HS,NM,0
Female,Black,93,Post-Grad,VA,1
Male,Black,91,Some College,TN,1
Male,White,3,Some College,NJ,1
Female,Black,24,Post-Grad,NJ,0
Female,White,18,Some College,OK,1
Male,Black,75,Some College,PA,1
Female,Other,55,4-Year College,NH,0
Male,Other,21,Post-Grad,TN,0
Male,White,91,Post-Grad,OR,1
Male,Black,9,HS,TN,1
Male,Black,99,HS,ND,0
Male,White,0,HS,GA,1
Male,Black,11,HS,VA,1
Female,White,92,Some College,NM,1
Female,Black,71,Post-Grad,RI,1
Female,White,13,No HS,MD,1
Female,Black,87,Some College,NE,1
Male,White,67,HS,NC,0
Female,Other,22,No HS,NJ,1
Male,Other,51,HS,TN,1
Male,Other,38,4-Year College,CA,1
Female,Black,83,HS,OH,1
Female,Black,47,HS,OK,0
Female,Other,66,Post-Grad,CA,0
Male,Black,38,4-Year College,FL,0
Male,Other,54,Post-Grad,DE,0
Male,White,13,No HS,OK,1
Female,Black,74,Post-Grad,PR,0
Male,Other,39,Some College,CT,1
Female,Black,63,Post-Grad,ID,1
Male,White,76,Post-Grad,OK,0
Male,White,98,4-Year College,MS,0
Female,Other,22,HS,ME,0
Female,White,92,HS,GA,1
Male,Other,34,Post-Grad,NH,0
Female,White,28,HS,ME,0
Female,Other,32,No HS,MI,0
Female,Other,72,HS,KY,0
Male,Black,42,Post-Grad,MT,0
Male,Other,79,Some College,RI,1
Female,Black,29,Post-Grad,DC,1
Male,White,53,Some College,MT,1
Male,Black,23,HS,NM,0
Female,White,40,No HS,NV,0
Female,Other,51,No HS,KS,1
Male,White,47,Some College,GA,0
Male,Other,61,No HS,KS,1
Female,Other,74,4-Year College,VA,0
Female,Other,32,Some College,MT,1
Male,White,90,HS,DC,0
Female,White,32,No HS,CO,0
Male,Black,25,No HS,IN,0
Male,White,74,HS,CT,0
Male,Other,20,Some College,NH,0
Male,White,30,Some College,SC,0
Male,Other,55,4-Year College,RI,1
Male,Black,66,No HS,CO,0
Female,White,39,Some College,SC,1
Female,Other,9,HS,GA,1
Male,White,79,Some College,RI,1
Female,Black,21,Some College,MA,1
Female,Black,98,Some College,IA,1
Female,White,62,Some College,NV,1
Male,Other,28,Post-Grad,MT,1
Male,White,65,4-Year College,MT,0
Male,Other,74,HS,MT,0
Female,Black,62,Some College,VA,1
Female,Other,1,No HS,ND,0
Female,Other,82,4-Year College,MA,1
Female,White,60,Some College,IA,1
Female,White,66,HS,ND,0
Female,Black,100,Post-Grad,DE,0
Female,White,87,No HS,PR,1
Male,Other,72,Some College,NM,0
Female,White,33,HS,ND,1
Female,Other,67,4-Year College,LA,0
Male,Black,46,4-Year College,IN,0
Female,Other,8,No HS,MN,0
Female,Black,31,Some College,DC,1
Female,White,52,Post-Grad,DC,1
Male,White,70,Post-Grad,KS,0
Female,Black,21,No HS,NH,1
Male,Black,54,HS,CA,0
Female,Other,31,Some College,MD,0
Female,White,69,4-Year College,CA,0
Female,Other,90,4-Year College,NC,0
Female,White,20,Some College,KY,1
Male,White,1,HS,CA,0
Male,Black,35,Some College,CT,0
Male,Black,4,No HS,OK,1
Female,Black,31,4-Year College,MD,0
Male,Black,91,HS,MS,0
Female,White,31,No HS,SD,1
Male,Other,68,No HS,SC,0
Female,Other,34,4-Year College,NH,1
Female,Other,0,Some College,MO,0
Female,White,69,Post-Grad,SD,1
Female,Other,34,HS,NM,0
Male,Other,18,Some College,VA,1
Male,Black,57,HS,OK,0
Female,Black,16,No HS,IN,1
Female,Black,65,HS,PA,0
Female,Black,68,4-Year College,TX,0
Female,Black,97,Some College,MA,1
Female,White,91,No HS,NE,0
Male,Other,15,No HS,GU,1
Female,Black,67,Post-Grad,ME,1
Female,White,21,No HS,RI,1
Male,Black,47,Some College,HI,1
Female,Other,16,No HS,NY,1
Male,White,10,Post-Grad,OH,1
Male,White,0,HS,MN,1
Female,Other,20,No HS,NY,1
Female,Other,66,Some College,VI,0
Female,Black,19,No HS,CT,1
Female,Other,79,No HS,IL,1
Male,Other,39,Post-Grad,OH,0
Male,Other,90,Some College,NY,1
Female,White,43,Some College,GU,0
Female,Black,23,Some College,NC,0
Male,Black,76,No HS,UT,1
Female,White,71,Some College,GA,1
Male,Other,84,Some College,CT,1
Male,Black,7,Post-Grad,NJ,1
Male,White,34,HS,MD,0
Male,Other,19,Some College,VI,0
Male,Other,42,Some College,ID,1
Female,Other,2,HS,UT,1
Female,White,17,No HS,KS,0
Female,White,29,Some College,CA,0
Male,Black,28,No HS,SC,0
Female,White,77,Some College,TN,0
Male,White,7,No HS,RI,1
Male,Black,64,Some College,OR,1
Female,Black,5,Some College,MN,1
Female,Other,43,Some College,IL,1
Female,White,28,Post-Grad,FL,1
Female,White,29,4-Year College,FL,0
Female,Other,23,No HS,OH,0
Male,Other,32,4-Year College,VA,0
Male,White,72,Some College,OK,1
Female,White,68,No HS,PA,0
Male,White,19,HS,GA,1
Male,White,69,HS,NJ,0
Female,Black,60,4-Year College,MA,0
Male,Other,78,Post-Grad,IA,1
Male,White,62,Some College,TX,1
Male,Black,68,HS,MD,0
Male,Other,69,HS,MT,0
Male,Other,35,Post-Grad,NJ,0
Female,White,97,Post-Grad,DC,1
Male,Other,39,4-Year College,CO,0
Female,Other,6,Post-Grad,PR,0
Female,Black,45,Post-Grad,MI,0
Female,White,51,4-Year College,UT,1
Female,White,69,Post-Grad,NC,0
Female,Black,72,4-Year College,ME,0
Female,Black,10,Post-Grad,GA,1
Female,White,5,Some College,MA,1
Female,Black,30,No HS,FL,0
Female,Black,61,HS,ID,0
Male,Other,92,4-Year College,NM,0
Male,Black,14,Post-Grad,PR,0
Male,Other,71,HS,OH,1
Male,Other,20,HS,SC,0
Female,Black,31,HS,ME,0
Male,Other,80,Post-Grad,CO,0
Female,White,28,Some College,NY,1
Female,Other,63,No HS,DE,0
Male,Black,4,Some College,LA,1
Male,Other,66,HS,IN,0
Female,Black,65,Some College,NH,0
Male,Black,70,4-Year College,KS,0
Female,Black,97,HS,SD,0
Female,Black,19,4-Year College,CA,0
Male,White,55,Post-Grad,KS,1
Female,White,84,No HS,CT,1
Female,White,36,HS,MO,0
Male,Other,21,No HS,CT,0
Female,White,95,HS,NV,1
Female,Black,3,Post-Grad,SD,1
Male,White,74,Some College,OK,1
Male,White,81,4-Year College,GA,0
Male,White,18,No HS,NY,1
Male,Other,69,Some College,ND,0
Male,Other,43,No HS,KY,0
Male,White,89,HS,OK,1
Male,Other,45,No HS,PA,0
Male,Other,45,Post-Grad,FL,1
Male,White,56,Post-Grad,OH,1
Female,White,69,Post-Grad,TX,1
Female,Other,69,HS,MD,0
Female,Other,31,HS,OK,0
Male,White,10,Some College,ID,1
Male,Black,80,HS,NY,0
Male,White,94,Some College,MI,1
Female,Black,21,4-Year College,ND,0
Female,White,40,HS,NE,1
Male,Other,30,4-Year College,RI,0
Female,Black,97,No HS,GA,1
Female,Black,98,HS,IL,0
Male,Black,97,Some College,OR,0
Male,White,38,Post-Grad,KY,0
Male,Black,40,Post-Grad,MS,0
Female,Other,24,Post-Grad,GU,1
Female,Black,24,Post-Grad,DC,1
Female,Other,3,HS,NC,0
Male,Black,29,Post-Grad,NV,0
Female,Other,71,Post-Grad,DE,0
Male,Other,35,4-Year College,GA,1
Male,Black,27,Post-Grad,IN,0
Female,Black,88,HS,ME,1
Male,Other,0,No HS,TN,0
Female,White,68,No HS,DE,0
Male,Other,64,4-Year College,TX,0
Female,White,3,HS,ID,0
Male,Other,54,4-Year College,KY,0
Female,White,60,HS,DE,1
Male,Other,99,Post-Grad,UT,1
Female,Other,35,Some College,CO,1
Female,Black,76,4-Year College,DE,1
Male,Black,33,No HS,MT,1
Male,White,40,Post-Grad,MN,1
Male,Black,25,Some College,KY,0
Male,Black,51,No HS,GA,1
Male,White,21,4-Year College,ME,1
Male,Black,14,Some College,PR,0
Male,Black,18,No HS,TX,1
Male,Black,48,No HS,SC,0
Male,Black,44,Post-Grad,ND,1
Male,White,50,4-Year College,CA,0
Male,Black,94,Post-Grad,SD,1
Female,Black,45,Some College,HI,1
Female,Black,17,No HS,IL,1
Male,Black,23,4-Year College,IL,1
Male,Other,98,Post-Grad,TN,1
Male,Other,74,HS,OR,0
Male,Black,73,Post-Grad,TN,0
Male,Other,85,Some College,TX,0
Male,Black,95,No HS,FL,1
Male,Black,32,No HS,MN,0
Male,Other,4,HS,MN,1
Male,White,0,Some College,NV,1
Female,Other,69,HS,IA,1
Male,White,39,4-Year College,VI,1
Female,White,68,HS,ME,0
Female,Black,42,HS,FL,1
Male,Black,24,Post-Grad,MO,1
Male,White,39,4-Year College,MA,1
Female,Black,32,HS,NH,0
Male,White,86,Some College,FL,0
Male,White,66,Some College,MI,0
Female,Black,47,4-Year College,HI,0
Male,White,24,No HS,UT,0
Male,Black,78,No HS,MI,1
Female,Other,85,Some College,HI,0
Female,White,10,HS,NE,1
Female,Other,29,Some College,TX,0
Male,White,3,Post-Grad,NY,1
Male,White,91,4-Year College,NV,0
Female,Other,4,No HS,OK,1
Male,White,100,Some College,CO,0
Male,White,65,No HS,GA,0
Female,Black,71,HS,MT,0
Female,White,84,4-Year College,NV,0
Female,Black,61,Post-Grad,PA,1
Female,Black,67,Post-Grad,KY,1
Male,Black,63,HS,DE,0
Male,Other,44,No HS,HI,1
Male,Black,54,Post-Grad,ID,0
Male,Black,26,No HS,NC,1
Male,Other,20,HS,OH,0
Female,Black,65,4-Year College,CT,0
Female,Other,40,No HS,DC,0
Male,White,33,HS,NE,0
Male,Other,15,No HS,UT,0
Male,Other,92,Post-Grad,DE,0
Male,Black,46,Some College,DE,1
Female,White,53,4-Year College,NJ,0
Male,Other,33,No HS,GA,0
Female,Other,36,HS,NE,1
Male,Black,27,No HS,TX,0
Female,White,73,No HS,MA,1
Male,White,27,Post-Grad,NY,1
Male,White,26,Some College,RI,1
Male,White,40,4-Year College,MD,0
Male,White,68,4-Year College,DC,0
Female,Other,28,No HS,MA,1
Male,White,6,4-Year College,NY,1
Female,Other,26,Post-Grad,OR,1
Male,White,29,HS,KS,0
Female,Other,38,Some College,VI,1
Male,Other,8,No HS,NY,1
Female,Black,40,No HS,NV,0
Male,Other,19,4-Year College,NY,1
Female,White,67,Post-Grad,MS,1
Male,White,70,HS,NJ,0
Male,Other,79,Some College,LA,1
Female,Other,22,No HS,VA,0
Male,Other,37,Some College,SD,0
Female,White,82,HS,KY,0
Female,Black,59,HS,GA,1
Male,Other,65,4-Year College,LA,0
Female,White,50,Post-Grad,VA,1
Female,Other,30,Post-Grad,PA,1
Male,Black,31,No HS,UT,0
Male,Black,11,4-Year College,MS,0
Male,Other,69,No HS,DC,0
Female,Other,31,Some College,MS,1
Female,White,66,No HS,MT,1
