sex,race,age,edu,state,response,repvote
female,white,63,4-year college,NY,0,0.382275815
male,other,64,hs,FL,1,0.506188355
male,white,49,some college,MA,0,0.353487213
female,white,51,post-grad,WV,0,0.721610523
female,white,39,hs,CT,1,0.428584525
female,other,29,4-year college,TX,0,0.547132256
female,white,92,hs,OR,0,0.438441611
female,white,45,some college,CA,0,0.338717892
female,black,25,hs,LA,0,0.601716772
female,white,43,some college,AR,1,0.642851377
male,other,30,4-year college,NY,1,0.382275815
female,other,30,4-year college,TX,0,0.547132256
male,white,56,4-year college,UT,1,0.623836582
female,white,65,4-year college,MI,0,0.501176682
male,white,59,post-grad,TX,0,0.547132256
female,white,45,4-year college,GA,1,0.526611726
female,white,25,hs,WI,1,0.50407989
male,white,45,some college,WI,0,0.50407989
female,white,64,some college,NC,1,0.519037458
female,white,45,post-grad,ID,1,0.683101767
female,white,54,4-year college,PA,1,0.503755358
female,other,42,4-year college,GA,0,0.526611726
female,white,63,hs,PA,0,0.503755358
female,white,58,hs,MD,0,0.359837503
female,white,67,some college,FL,1,0.506188355
female,white,67,hs,GA,0,0.526611726
male,black,52,some college,NY,0,0.382275815
male,white,45,some college,AZ,0,0.518900234
female,white,68,4-year college,CA,0,0.338717892
male,white,49,4-year college,VA,0,0.471736237
male,white,34,post-grad,WA,1,0.412130688
female,white,27,hs,VA,0,0.471736237
female,white,88,some college,UT,1,0.623836582
male,white,29,4-year college,NC,1,0.519037458
male,white,33,hs,WV,0,0.721610523
female,white,60,4-year college,TX,0,0.547132256
male,white,50,4-year college,IL,1,0.409799486
female,white,60,hs,TX,1,0.547132256
male,white,60,post-grad,MD,0,0.359837503
male,other,28,some college,FL,0,0.506188355
female,white,56,post-grad,MD,0,0.359837503
female,other,30,post-grad,PA,0,0.503755358
female,other,25,hs,SD,1,0.659718581
female,white,34,4-year college,MD,0,0.359837503
female,white,43,post-grad,IN,1,0.601173095
female,white,29,4-year college,FL,1,0.506188355
female,black,75,hs,NJ,0,0.427158099
male,white,47,hs,OH,1,0.542676846
male,black,68,4-year college,MI,0,0.501176682
female,white,85,hs,PA,1,0.503755358
female,white,65,hs,PA,1,0.503755358
female,other,58,some college,PA,1,0.503755358
male,white,54,post-grad,CA,0,0.338717892
male,white,43,some college,IL,0,0.409799486
male,other,58,some college,IN,1,0.601173095
male,white,32,some college,WI,0,0.50407989
male,white,21,hs,NY,1,0.382275815
female,white,48,4-year college,FL,0,0.506188355
female,black,98,post-grad,NC,1,0.519037458
female,white,30,hs,AL,1,0.643741436
female,black,59,4-year college,SC,1,0.574602564
male,white,48,some college,AZ,1,0.518900234
male,white,81,4-year college,CA,0,0.338717892
female,white,52,post-grad,WA,0,0.412130688
female,white,74,some college,OR,0,0.438441611
female,white,76,hs,VA,1,0.471736237
male,white,60,no hs,PA,0,0.503755358
female,black,34,4-year college,OH,0,0.542676846
female,other,75,some college,FL,0,0.506188355
female,white,44,post-grad,TX,0,0.547132256
female,white,51,some college,PA,1,0.503755358
male,white,33,some college,NH,1,0.498029716
male,white,84,post-grad,TX,0,0.547132256
male,other,57,4-year college,AZ,0,0.518900234
female,white,23,4-year college,CA,0,0.338717892
female,white,54,hs,AZ,0,0.518900234
male,other,19,some college,NV,1,0.487062906
female,white,58,hs,AR,1,0.642851377
male,white,73,hs,AR,1,0.642851377
female,other,29,some college,LA,1,0.601716772
female,white,64,hs,GA,1,0.526611726
female,other,56,post-grad,NY,0,0.382275815
female,white,61,post-grad,NV,1,0.487062906
female,white,18,post-grad,NC,0,0.519037458
female,white,53,some college,OH,0,0.542676846
male,other,20,some college,CA,0,0.338717892
female,white,60,hs,CA,0,0.338717892
female,other,48,some college,AZ,0,0.518900234
female,black,58,some college,MN,0,0.491681431
female,other,37,some college,UT,1,0.623836582
female,white,38,hs,WA,0,0.412130688
female,white,20,some college,AR,0,0.642851377
female,other,48,some college,CA,0,0.338717892
male,white,44,post-grad,SC,1,0.574602564
male,white,96,hs,TN,1,0.63624343
male,white,69,hs,OH,0,0.542676846
female,white,29,some college,NY,1,0.382275815
female,other,38,hs,TX,1,0.547132256
female,white,53,no hs,CA,0,0.338717892
male,white,37,4-year college,TX,1,0.547132256
male,white,87,some college,NY,1,0.382275815
male,white,60,post-grad,CT,0,0.428584525
female,white,51,some college,WA,0,0.412130688
female,white,50,4-year college,NJ,0,0.427158099
female,black,51,hs,VA,1,0.471736237
male,white,37,some college,RI,0,0.416892959
male,white,19,4-year college,TX,0,0.547132256
female,white,22,some college,TX,1,0.547132256
female,other,29,hs,WA,0,0.412130688
male,white,57,4-year college,OK,1,0.693047372
female,white,47,post-grad,TX,1,0.547132256
female,black,58,some college,MD,0,0.359837503
female,white,53,post-grad,PA,1,0.503755358
female,black,23,some college,CT,0,0.428584525
female,black,39,no hs,NY,1,0.382275815
female,white,54,hs,IL,0,0.409799486
female,white,29,4-year college,UT,0,0.623836582
male,white,37,no hs,PA,0,0.503755358
female,white,51,no hs,IN,0,0.601173095
female,white,33,hs,IL,0,0.409799486
male,white,47,hs,NY,0,0.382275815
male,white,66,4-year college,MI,1,0.501176682
female,white,50,post-grad,MD,1,0.359837503
female,other,38,4-year college,MA,1,0.353487213
female,white,55,hs,ID,0,0.683101767
female,white,55,hs,NC,1,0.519037458
female,black,44,4-year college,MO,0,0.59818561
female,white,31,hs,NY,0,0.382275815
male,white,62,some college,AZ,1,0.518900234
female,white,27,hs,WI,1,0.50407989
male,white,22,hs,LA,1,0.601716772
male,other,19,4-year college,NJ,0,0.427158099
male,white,62,4-year college,AZ,0,0.518900234
male,white,53,4-year college,UT,1,0.623836582
female,white,69,hs,IA,0,0.550635478
female,white,36,some college,OR,0,0.438441611
male,white,100,4-year college,MO,1,0.59818561
female,white,60,4-year college,MO,0,0.59818561
female,other,33,hs,IN,1,0.601173095
female,white,27,hs,KY,0,0.65670629
female,other,24,hs,CA,0,0.338717892
female,white,22,4-year college,GA,0,0.526611726
female,white,21,4-year college,PA,0,0.503755358
male,white,20,some college,KY,0,0.65670629
female,white,24,no hs,WA,0,0.412130688
male,white,62,4-year college,CT,0,0.428584525
female,white,26,some college,TN,0,0.63624343
female,white,19,4-year college,OH,0,0.542676846
male,other,42,4-year college,HI,0,0.325586625
male,white,90,some college,ID,1,0.683101767
male,white,35,some college,UT,0,0.623836582
female,other,25,hs,MI,0,0.501176682
male,white,51,4-year college,CT,0,0.428584525
male,white,45,hs,CT,0,0.428584525
male,white,55,4-year college,MD,0,0.359837503
male,black,49,4-year college,IN,1,0.601173095
male,white,94,some college,KS,1,0.611114703
female,white,55,some college,PA,0,0.503755358
male,white,44,some college,AZ,0,0.518900234
male,white,18,some college,TN,0,0.63624343
male,white,46,4-year college,OH,1,0.542676846
male,white,51,some college,AR,0,0.642851377
female,white,23,some college,PA,0,0.503755358
female,white,51,no hs,AR,1,0.642851377
female,white,56,post-grad,OK,0,0.693047372
female,other,33,some college,FL,0,0.506188355
female,white,46,4-year college,OR,0,0.438441611
female,white,45,4-year college,FL,0,0.506188355
female,white,68,post-grad,MO,1,0.59818561
female,other,28,hs,CA,1,0.338717892
male,white,87,post-grad,WV,1,0.721610523
male,white,75,post-grad,CA,1,0.338717892
male,white,67,post-grad,PA,0,0.503755358
female,white,35,hs,FL,1,0.506188355
male,white,89,post-grad,TN,1,0.63624343
male,other,33,post-grad,CT,0,0.428584525
female,white,44,some college,CO,0,0.473166666
female,white,46,hs,IA,0,0.550635478
female,other,61,some college,FL,1,0.506188355
female,white,24,some college,GA,0,0.526611726
female,white,63,some college,FL,1,0.506188355
male,other,56,hs,CA,1,0.338717892
male,white,51,some college,FL,0,0.506188355
female,other,54,some college,TX,1,0.547132256
male,black,19,hs,CA,0,0.338717892
male,white,55,hs,GA,0,0.526611726
female,white,34,hs,GA,1,0.526611726
female,white,67,hs,OH,1,0.542676846
female,other,37,4-year college,WA,0,0.412130688
male,white,78,4-year college,CA,0,0.338717892
male,white,19,post-grad,CA,1,0.338717892
female,white,20,some college,VT,0,0.348135737
male,white,28,no hs,FL,0,0.506188355
female,black,67,some college,PA,1,0.503755358
male,white,30,4-year college,PA,1,0.503755358
female,white,75,post-grad,ME,0,0.484032089
male,white,42,4-year college,MD,1,0.359837503
male,other,40,no hs,MA,0,0.353487213
male,white,39,4-year college,VA,0,0.471736237
male,white,48,post-grad,WY,1,0.757053196
female,other,59,4-year college,NY,0,0.382275815
male,white,48,hs,TX,0,0.547132256
female,white,60,hs,MO,1,0.59818561
male,black,39,hs,GA,1,0.526611726
male,white,79,some college,VT,1,0.348135737
male,white,65,some college,NM,0,0.453492051
female,white,72,no hs,FL,0,0.506188355
male,white,35,post-grad,IN,0,0.601173095
female,other,47,post-grad,DE,0,0.440013786
female,white,53,hs,OH,1,0.542676846
female,white,94,hs,PA,0,0.503755358
female,white,64,some college,AR,1,0.642851377
male,black,39,4-year college,MD,1,0.359837503
male,other,37,some college,VA,0,0.471736237
female,white,60,hs,OH,0,0.542676846
male,white,46,some college,TX,1,0.547132256
female,other,25,hs,CA,0,0.338717892
female,black,52,some college,VA,0,0.471736237
male,white,21,hs,WA,0,0.412130688
male,white,34,hs,OR,1,0.438441611
male,white,30,some college,MD,0,0.359837503
male,black,51,some college,NY,0,0.382275815
female,white,65,hs,TX,1,0.547132256
male,other,27,hs,MO,0,0.59818561
female,white,54,post-grad,WA,0,0.412130688
female,black,51,4-year college,NY,0,0.382275815
female,other,22,post-grad,WA,0,0.412130688
male,white,50,post-grad,TX,0,0.547132256
female,black,52,4-year college,MD,1,0.359837503
female,other,18,4-year college,FL,0,0.506188355
male,white,65,post-grad,MS,1,0.590898473
female,white,40,some college,NY,0,0.382275815
female,white,24,some college,MO,1,0.59818561
female,white,36,hs,AZ,0,0.518900234
male,other,39,hs,NC,1,0.519037458
female,white,54,hs,OH,1,0.542676846
female,white,22,some college,MI,0,0.501176682
male,white,78,post-grad,VA,1,0.471736237
male,white,57,4-year college,CA,0,0.338717892
female,other,51,some college,TX,1,0.547132256
male,white,33,post-grad,MO,0,0.59818561
male,white,77,hs,WA,0,0.412130688
female,white,68,some college,PA,0,0.503755358
male,white,62,4-year college,WA,1,0.412130688
male,other,20,some college,AR,0,0.642851377
female,other,22,4-year college,NJ,0,0.427158099
female,other,35,hs,CA,1,0.338717892
female,white,32,hs,WI,1,0.50407989
male,white,46,hs,WA,1,0.412130688
male,white,66,hs,FL,0,0.506188355
male,white,98,post-grad,FL,0,0.506188355
female,white,34,post-grad,KY,0,0.65670629
female,other,27,hs,OK,0,0.693047372
female,white,42,some college,NY,1,0.382275815
female,white,24,4-year college,CA,0,0.338717892
female,white,28,some college,RI,0,0.416892959
female,white,85,hs,MI,1,0.501176682
female,white,75,hs,WI,1,0.50407989
female,white,57,hs,PA,1,0.503755358
male,white,26,some college,VA,1,0.471736237
male,white,50,some college,TN,1,0.63624343
female,white,54,4-year college,CA,0,0.338717892
male,other,51,post-grad,LA,1,0.601716772
female,white,59,hs,NC,1,0.519037458
male,white,39,4-year college,SC,1,0.574602564
female,other,38,hs,TX,0,0.547132256
female,other,37,post-grad,TX,0,0.547132256
female,other,19,4-year college,TX,1,0.547132256
female,white,32,4-year college,FL,0,0.506188355
male,white,60,hs,FL,0,0.506188355
male,white,61,4-year college,VA,1,0.471736237
male,other,48,hs,NJ,0,0.427158099
male,black,38,some college,TX,0,0.547132256
female,white,100,hs,CA,0,0.338717892
female,white,66,4-year college,MO,0,0.59818561
female,white,33,hs,PA,0,0.503755358
female,white,28,4-year college,NY,0,0.382275815
male,white,85,some college,TX,1,0.547132256
female,white,37,some college,IL,0,0.409799486
male,white,22,some college,IN,1,0.601173095
female,white,35,some college,IL,0,0.409799486
male,other,66,4-year college,FL,0,0.506188355
female,white,63,some college,WI,0,0.50407989
female,white,55,4-year college,NH,0,0.498029716
male,white,68,hs,KY,1,0.65670629
female,white,62,4-year college,PA,1,0.503755358
female,white,67,some college,MO,0,0.59818561
female,other,53,some college,MI,1,0.501176682
female,white,30,hs,NY,0,0.382275815
male,other,65,hs,VA,1,0.471736237
female,white,60,4-year college,CO,1,0.473166666
female,white,49,4-year college,CA,0,0.338717892
male,white,36,hs,AL,1,0.643741436
male,white,52,4-year college,OK,1,0.693047372
female,white,55,hs,CA,0,0.338717892
male,white,53,4-year college,KS,1,0.611114703
female,white,20,no hs,GA,0,0.526611726
male,white,63,4-year college,MS,1,0.590898473
male,white,89,post-grad,CA,1,0.338717892
male,other,50,4-year college,PA,0,0.503755358
male,white,36,4-year college,KY,0,0.65670629
female,white,19,4-year college,MO,1,0.59818561
male,white,66,some college,WA,1,0.412130688
female,black,48,4-year college,TX,0,0.547132256
male,white,65,4-year college,GA,1,0.526611726
female,black,59,post-grad,PA,0,0.503755358
female,black,53,post-grad,IL,0,0.409799486
female,white,34,hs,IL,1,0.409799486
female,white,58,hs,MO,0,0.59818561
female,white,62,no hs,MD,1,0.359837503
female,white,21,post-grad,FL,0,0.506188355
male,white,63,4-year college,WI,1,0.50407989
female,other,32,post-grad,TX,1,0.547132256
male,white,38,some college,SC,0,0.574602564
male,other,34,post-grad,TX,1,0.547132256
female,white,32,some college,IL,1,0.409799486
male,white,43,some college,AL,0,0.643741436
male,white,75,post-grad,CO,0,0.473166666
male,other,79,4-year college,TX,1,0.547132256
male,white,31,4-year college,KS,0,0.611114703
female,other,23,hs,FL,0,0.506188355
male,white,32,4-year college,AZ,1,0.518900234
male,white,45,no hs,WA,1,0.412130688
male,white,92,4-year college,VA,1,0.471736237
female,white,53,some college,NV,0,0.487062906
female,white,69,post-grad,CA,1,0.338717892
female,white,20,no hs,OH,1,0.542676846
female,white,38,hs,WI,0,0.50407989
male,white,36,4-year college,UT,0,0.623836582
male,white,95,4-year college,FL,0,0.506188355
male,other,41,some college,NJ,0,0.427158099
male,other,45,4-year college,MN,1,0.491681431
female,black,41,4-year college,FL,1,0.506188355
female,white,52,hs,OR,1,0.438441611
female,white,78,some college,PA,0,0.503755358
female,white,65,4-year college,TN,1,0.63624343
male,black,40,no hs,NY,0,0.382275815
male,white,70,hs,NY,0,0.382275815
female,other,43,hs,CA,1,0.338717892
female,white,79,4-year college,ID,0,0.683101767
female,white,31,post-grad,WA,0,0.412130688
female,white,100,some college,CA,0,0.338717892
male,white,90,some college,CA,1,0.338717892
male,white,60,post-grad,MA,1,0.353487213
female,white,65,hs,WV,1,0.721610523
female,other,29,4-year college,CA,0,0.338717892
male,other,62,post-grad,OR,1,0.438441611
female,white,80,some college,WI,0,0.50407989
female,white,83,some college,OK,1,0.693047372
female,white,26,hs,TN,1,0.63624343
female,white,37,some college,CA,1,0.338717892
male,other,48,no hs,ND,1,0.698092429
female,white,24,hs,GA,1,0.526611726
male,white,68,4-year college,VA,1,0.471736237
female,other,23,4-year college,CA,1,0.338717892
male,white,66,4-year college,TX,1,0.547132256
female,white,64,4-year college,MI,0,0.501176682
female,white,55,no hs,PA,1,0.503755358
male,white,55,4-year college,MO,0,0.59818561
male,black,24,hs,NJ,0,0.427158099
male,black,29,some college,TN,0,0.63624343
female,white,60,post-grad,TX,0,0.547132256
female,white,37,post-grad,MO,0,0.59818561
female,white,68,hs,NY,1,0.382275815
female,black,33,4-year college,MO,0,0.59818561
male,white,52,hs,WA,0,0.412130688
male,other,51,4-year college,NJ,0,0.427158099
female,white,95,hs,NY,1,0.382275815
male,white,33,hs,FL,0,0.506188355
female,black,56,post-grad,IL,0,0.409799486
male,white,62,hs,IL,1,0.409799486
male,white,25,4-year college,GA,0,0.526611726
female,white,27,hs,OH,0,0.542676846
female,white,34,4-year college,OR,0,0.438441611
male,black,20,hs,TX,0,0.547132256
female,white,63,hs,AZ,0,0.518900234
female,white,63,some college,TX,0,0.547132256
male,other,25,hs,NV,1,0.487062906
male,white,54,no hs,FL,0,0.506188355
female,white,86,hs,CA,1,0.338717892
female,white,55,some college,WY,0,0.757053196
male,white,56,some college,PA,0,0.503755358
male,white,68,post-grad,NE,1,0.635476741
male,white,38,some college,KY,1,0.65670629
female,black,18,some college,OH,0,0.542676846
female,black,32,some college,LA,1,0.601716772
male,white,43,hs,UT,0,0.623836582
male,white,63,hs,PA,1,0.503755358
female,white,45,4-year college,FL,1,0.506188355
male,white,55,hs,CA,0,0.338717892
female,other,38,post-grad,MA,0,0.353487213
female,white,39,hs,PA,1,0.503755358
female,black,52,hs,NJ,1,0.427158099
female,other,98,4-year college,FL,1,0.506188355
male,white,37,post-grad,OH,0,0.542676846
female,white,41,no hs,VA,1,0.471736237
female,white,27,some college,GA,0,0.526611726
female,white,66,hs,TX,1,0.547132256
male,white,23,some college,OH,0,0.542676846
